lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
-118.1518,2,2,0,2007-08,16,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11632
-118.2698,1,2,0,2007-08,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11633
-118.2698,0,2,0,2007-08,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11634
-118.1578,11,3,0,2007-08,36,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11635
-118.4008,11,3,0,2007-08,27,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11636
-118.3288,10,3,0,2007-08,27,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11637
-118.2108,9,3,0,2007-08,29,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11638
-118.2158,9,3,0,2007-08,16,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11639
-118.2588,6,3,0,2007-08,50,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11640
-118.2698,5,3,0,2007-08,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11641
-118.1648,5,4,0,2007-08,12,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/18/2007,LAL vs. CHI,CHI,11644
-118.4308,10,1,0,2007-08,48,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11645
-118.2718,10,1,0,2007-08,26,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11646
-118.0378,8,1,0,2007-08,23,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11647
-118.0858,7,1,0,2007-08,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11649
-118.2408,4,1,0,2007-08,18,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11650
-118.2748,7,2,0,2007-08,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11652
-118.3088,5,2,0,2007-08,8,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11653
-118.0928,3,2,0,2007-08,52,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11654
-118.0608,3,2,0,2007-08,23,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11655
-118.0748,1,2,0,2007-08,16,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11656
-118.1348,0,2,0,2007-08,26,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11657
-118.2588,6,3,0,2007-08,31,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11658
-118.3638,5,3,0,2007-08,20,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11659
-118.2748,7,4,0,2007-08,27,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/20/2007,LAL @ IND,IND,11660
-118.1748,6,1,0,2007-08,26,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11661
-118.2698,3,1,0,2007-08,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11662
-118.4108,0,1,0,2007-08,32,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11664
-118.2008,2,2,0,2007-08,35,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11665
-118.2568,10,3,0,2007-08,40,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11667
-118.2308,10,3,0,2007-08,14,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11668
-118.2698,3,3,0,2007-08,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11669
-118.0928,2,3,0,2007-08,40,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11670
-118.1398,0,3,0,2007-08,8,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11671
-118.0338,10,4,0,2007-08,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11672
-118.1088,7,4,0,2007-08,12,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11673
-118.1668,5,4,0,2007-08,30,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11674
-118.0878,1,4,0,2007-08,15,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11675
-118.0648,0,4,0,2007-08,31,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11676
-118.2698,0,4,0,2007-08,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11677
-118.4258,0,4,0,2007-08,2,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/21/2007,LAL @ MIL,MIL,11678
-118.2228,10,1,0,2007-08,6,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11679
-118.2258,8,1,0,2007-08,59,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11680
-118.1268,5,1,0,2007-08,26,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11681
-118.2648,3,1,0,2007-08,34,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11682
-118.2848,2,1,0,2007-08,43,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11683
-118.2778,2,1,0,2007-08,17,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11684
-118.2798,5,2,0,2007-08,39,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11687
-118.1208,10,3,0,2007-08,56,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11688
-118.2638,10,3,0,2007-08,42,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11689
-118.4898,9,3,0,2007-08,53,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11690
-118.1138,9,3,0,2007-08,31,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11691
-118.1528,7,3,0,2007-08,8,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11692
-118.1218,4,3,0,2007-08,11,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11693
-118.1288,2,3,0,2007-08,10,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11694
-118.4558,8,4,0,2007-08,6,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11695
-118.2228,7,4,0,2007-08,30,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11696
-118.4818,5,4,0,2007-08,28,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11697
-118.1298,0,4,0,2007-08,32,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2007,LAL @ BOS,BOS,11699
-118.0778,11,1,0,2007-08,22,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11700
-118.2718,10,1,0,2007-08,10,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11701
-118.2698,10,1,0,2007-08,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11702
-118.3058,9,1,0,2007-08,6,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11703
-118.1268,7,1,0,2007-08,22,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11704
-118.1548,3,1,0,2007-08,41,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11705
-118.2698,2,1,0,2007-08,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11706
-118.1038,1,1,0,2007-08,30,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11707
-118.4228,8,2,0,2007-08,2,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11709
-118.3918,2,2,0,2007-08,14,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11710
-118.2698,0,2,0,2007-08,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11712
-118.0938,0,2,0,2007-08,1,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11713
-118.1028,2,3,0,2007-08,13,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11714
-118.4558,0,3,0,2007-08,41,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11715
-118.2698,6,4,0,2007-08,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11716
-118.2698,2,4,0,2007-08,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11717
-118.0878,2,4,0,2007-08,2,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11719
-118.1238,0,4,0,2007-08,13,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2007,LAL vs. NJN,NJN,11720
-118.2928,9,1,0,2007-08,13,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11721
-118.1898,8,1,0,2007-08,53,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11722
-118.4008,6,1,0,2007-08,57,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11723
-118.2698,6,1,0,2007-08,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11724
-118.2008,3,1,0,2007-08,41,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11725
-118.2698,1,1,0,2007-08,25,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11726
-118.1568,4,2,0,2007-08,21,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11727
-118.2228,4,2,0,2007-08,17,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11728
-118.4688,2,2,0,2007-08,47,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11729
-118.1388,2,2,0,2007-08,9,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11730
-118.3178,11,3,0,2007-08,13,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11731
-118.2698,9,3,0,2007-08,5,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11732
-118.3768,8,3,0,2007-08,45,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11733
-118.3368,6,3,0,2007-08,57,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11734
-118.0838,6,3,0,2007-08,23,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11735
-118.4568,5,3,0,2007-08,32,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11736
-118.1968,4,3,0,2007-08,24,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11737
-118.2698,3,3,0,2007-08,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11738
-118.1498,2,3,0,2007-08,53,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11739
-118.1798,3,4,0,2007-08,51,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11740
-118.1188,3,4,0,2007-08,20,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2007,LAL vs. SEA,SEA,11741
-118.1258,11,1,0,2007-08,5,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11743
-118.1108,9,1,0,2007-08,55,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11744
-118.2698,9,1,0,2007-08,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11745
-118.2698,9,1,0,2007-08,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11746
-118.1798,6,1,0,2007-08,12,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11747
-118.2698,3,1,0,2007-08,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11748
-118.3368,3,1,0,2007-08,3,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11749
-118.1908,0,1,0,2007-08,32,15,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11750
-118.2698,3,2,0,2007-08,21,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11751
-118.1318,0,2,0,2007-08,18,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11752
-118.3208,0,2,0,2007-08,0,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11753
-118.0468,8,3,0,2007-08,25,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11754
-118.2598,6,3,0,2007-08,58,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11755
-118.2698,6,3,0,2007-08,6,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11756
-118.2698,4,3,0,2007-08,25,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11757
-118.4508,4,3,0,2007-08,16,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11758
-118.2878,3,3,0,2007-08,0,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11759
-118.2698,2,3,0,2007-08,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2007,LAL vs. DEN,DEN,11760
-118.1518,11,1,0,2007-08,19,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11762
-118.2698,10,1,0,2007-08,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11763
-118.2698,7,1,0,2007-08,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11764
-118.1978,6,1,0,2007-08,49,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11765
-118.2698,2,1,0,2007-08,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11766
-118.2698,7,2,0,2007-08,29,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11769
-118.0928,6,2,0,2007-08,41,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11770
-118.4378,6,2,0,2007-08,22,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11771
-118.2688,5,2,0,2007-08,58,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11772
-118.1438,4,2,0,2007-08,11,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11773
-118.2698,11,3,0,2007-08,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11774
-118.4188,8,3,0,2007-08,8,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11776
-118.2698,4,3,0,2007-08,7,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11777
-118.4508,5,4,0,2007-08,57,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2007,LAL @ UTA,UTA,11778
-118.2078,9,1,0,2007-08,41,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11780
-118.2338,9,1,0,2007-08,12,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11781
-118.1118,9,1,0,2007-08,7,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11782
-118.0938,4,1,0,2007-08,53,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11783
-118.3648,4,1,0,2007-08,17,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11784
-118.2468,3,1,0,2007-08,54,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11785
-118.1648,3,1,0,2007-08,2,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11787
-118.3188,2,1,0,2007-08,24,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11788
-118.1598,0,1,0,2007-08,55,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11789
-118.3208,4,2,0,2007-08,23,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11792
-118.0838,3,2,0,2007-08,45,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11793
-118.2778,3,2,0,2007-08,2,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11794
-118.3978,0,2,0,2007-08,37,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11795
-118.3158,11,3,0,2007-08,17,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11797
-118.2108,5,3,0,2007-08,7,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/2/2007,LAL vs. ORL,ORL,11798
